"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 20:36:21 GMT 2024","Wed Jul 03 20:36:21 GMT 2024","631","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testFooterNavigation","TC-01.09: Verify Footer Links Navigation","Ensure that clicking on the links in the footer redirects the user to the correct pages."
"passed","Wed Jul 03 20:36:18 GMT 2024","Wed Jul 03 20:36:18 GMT 2024","858","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testFooterNavigation","TC-01.09: Verify Footer Links Navigation","Ensure that clicking on the links in the footer redirects the user to the correct pages."
"passed","Wed Jul 03 20:36:36 GMT 2024","Wed Jul 03 20:36:37 GMT 2024","1587","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-01.02 Check Nav menu URLs","Ensure that clicking on a category link in the navigation menu redirects the user to the corresponding category page."
"passed","Wed Jul 03 20:36:38 GMT 2024","Wed Jul 03 20:36:40 GMT 2024","1683","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-01.02 Check Nav menu URLs","Ensure that clicking on a category link in the navigation menu redirects the user to the corresponding category page."
"passed","Wed Jul 03 20:36:11 GMT 2024","Wed Jul 03 20:36:15 GMT 2024","3964","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testBreadcrumbsNavigationToCategory","TC-01.04.01 Verify Breadcrumb Navigation to category page","Ensure that the breadcrumb link are functional and navigate the user to the to category page."
"passed","Wed Jul 03 20:36:04 GMT 2024","Wed Jul 03 20:36:04 GMT 2024","1","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testPass","TC-00.00 AssertTrue = true","TC-00.00 AssertTrue = true"
"passed","Wed Jul 03 20:36:16 GMT 2024","Wed Jul 03 20:36:17 GMT 2024","738","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testFooterNavigation","TC-01.09: Verify Footer Links Navigation","Ensure that clicking on the links in the footer redirects the user to the correct pages."
"passed","Wed Jul 03 20:37:40 GMT 2024","Wed Jul 03 20:37:43 GMT 2024","2875","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDescription","TC-PROD-005 Verify Product Description on Product Page","Ensure that the product description is displayed correctly and matches the listed one."
"passed","Wed Jul 03 20:38:00 GMT 2024","Wed Jul 03 20:38:03 GMT 2024","2766","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductSKU","TC-PROD-009 Verify SKU/ID Display","Ensure that the product SKU or ID is displayed correctly."
"passed","Wed Jul 03 20:36:50 GMT 2024","Wed Jul 03 20:36:52 GMT 2024","1650","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testSubCategoryNavigation","TC-01.03 Open Home page by logo click","Ensure that clicking on a subcategory link in the navigation menu redirects the user to the corresponding subcategory page."
"passed","Wed Jul 03 20:36:43 GMT 2024","Wed Jul 03 20:36:44 GMT 2024","1121","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-01.02 Check Nav menu URLs","Ensure that clicking on a category link in the navigation menu redirects the user to the corresponding category page."
"passed","Wed Jul 03 20:37:32 GMT 2024","Wed Jul 03 20:37:37 GMT 2024","4916","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testAddToCompareMessage","TC-PROD-011 Verify add to compare message displays after click Add to Compare button","Verify add to compare message displays after click Add to Compare button"
"passed","Wed Jul 03 20:36:48 GMT 2024","Wed Jul 03 20:36:49 GMT 2024","1720","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testSubCategoryNavigation","TC-01.03 Open Home page by logo click","Ensure that clicking on a subcategory link in the navigation menu redirects the user to the corresponding subcategory page."
"passed","Wed Jul 03 20:36:19 GMT 2024","Wed Jul 03 20:36:20 GMT 2024","536","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testFooterNavigation","TC-01.09: Verify Footer Links Navigation","Ensure that clicking on the links in the footer redirects the user to the correct pages."
