"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 21 14:08:36 GMT 2024","Fri Jun 21 14:08:36 GMT 2024","381","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","TC-01.00 Open base URL"
"passed","Fri Jun 21 14:08:26 GMT 2024","Fri Jun 21 14:08:26 GMT 2024","1","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testPass","TC-00.00 AssertTrue = true","TC-00.00 AssertTrue = true"
"passed","Fri Jun 21 14:08:31 GMT 2024","Fri Jun 21 14:08:32 GMT 2024","1246","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Fri Jun 21 14:09:04 GMT 2024","Fri Jun 21 14:09:08 GMT 2024","4323","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Fri Jun 21 14:08:34 GMT 2024","Fri Jun 21 14:08:36 GMT 2024","1528","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Fri Jun 21 14:08:28 GMT 2024","Fri Jun 21 14:08:29 GMT 2024","1273","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Fri Jun 21 14:08:26 GMT 2024","Fri Jun 21 14:08:28 GMT 2024","1328","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Fri Jun 21 14:08:30 GMT 2024","Fri Jun 21 14:08:31 GMT 2024","1315","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Fri Jun 21 14:08:33 GMT 2024","Fri Jun 21 14:08:34 GMT 2024","1293","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"unknown","Fri Jun 21 14:08:25 GMT 2024","Fri Jun 21 14:08:25 GMT 2024","1","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Fri Jun 21 14:08:25 GMT 2024","Fri Jun 21 14:08:26 GMT 2024","398","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testGoogle","TC-00.01 Open Google.com","TC-00.01 Open Google.com"
"passed","Fri Jun 21 14:08:47 GMT 2024","Fri Jun 21 14:08:50 GMT 2024","3330","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
