"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 14:32:02 GMT 2024","Thu Jun 13 14:32:03 GMT 2024","1418","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 14:31:53 GMT 2024","Thu Jun 13 14:31:53 GMT 2024","6","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testPass","testPass",""
"passed","Thu Jun 13 14:31:58 GMT 2024","Thu Jun 13 14:32:00 GMT 2024","1508","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 14:32:04 GMT 2024","Thu Jun 13 14:32:05 GMT 2024","557","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","TC-01.00 Open base URL"
"passed","Thu Jun 13 14:32:00 GMT 2024","Thu Jun 13 14:32:02 GMT 2024","1531","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 14:32:03 GMT 2024","Thu Jun 13 14:32:04 GMT 2024","458","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testGoogle","testGoogle",""
"passed","Thu Jun 13 14:31:55 GMT 2024","Thu Jun 13 14:31:56 GMT 2024","1532","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 14:31:57 GMT 2024","Thu Jun 13 14:31:58 GMT 2024","1456","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"unknown","Thu Jun 13 14:31:52 GMT 2024","Thu Jun 13 14:31:52 GMT 2024","1","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Thu Jun 13 14:31:53 GMT 2024","Thu Jun 13 14:31:55 GMT 2024","1515","Surefire suite","Surefire test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
