"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 09:19:01 GMT 2024","Thu Jun 13 09:19:03 GMT 2024","2439","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:18:58 GMT 2024","Thu Jun 13 09:18:58 GMT 2024","5","CrossBrowser Test Suite","FirefoxTest","FrameworkTest","FrameworkTest","testPass","testPass",""
"unknown","Thu Jun 13 09:18:58 GMT 2024","Thu Jun 13 09:18:58 GMT 2024","0","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Thu Jun 13 09:18:59 GMT 2024","Thu Jun 13 09:19:00 GMT 2024","1340","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:10 GMT 2024","Thu Jun 13 09:19:10 GMT 2024","383","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","TC-01.00 Open base URL"
"passed","Thu Jun 13 09:19:07 GMT 2024","Thu Jun 13 09:19:08 GMT 2024","1284","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:06 GMT 2024","Thu Jun 13 09:19:08 GMT 2024","2502","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:18:58 GMT 2024","Thu Jun 13 09:18:58 GMT 2024","6","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testPass","testPass",""
"passed","Thu Jun 13 09:19:01 GMT 2024","Thu Jun 13 09:19:02 GMT 2024","1354","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:28 GMT 2024","Thu Jun 13 09:19:29 GMT 2024","795","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testGoogle","testGoogle",""
"passed","Thu Jun 13 09:19:09 GMT 2024","Thu Jun 13 09:19:09 GMT 2024","578","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testGoogle","testGoogle",""
"passed","Thu Jun 13 09:19:31 GMT 2024","Thu Jun 13 09:19:33 GMT 2024","1641","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","TC-01.00 Open base URL"
"passed","Thu Jun 13 09:19:15 GMT 2024","Thu Jun 13 09:19:18 GMT 2024","2385","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:05 GMT 2024","Thu Jun 13 09:19:07 GMT 2024","1431","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:20 GMT 2024","Thu Jun 13 09:19:22 GMT 2024","2269","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:02 GMT 2024","Thu Jun 13 09:19:04 GMT 2024","1391","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"unknown","Thu Jun 13 09:18:58 GMT 2024","Thu Jun 13 09:18:58 GMT 2024","1","CrossBrowser Test Suite","FirefoxTest","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Thu Jun 13 09:19:11 GMT 2024","Thu Jun 13 09:19:13 GMT 2024","2418","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:04 GMT 2024","Thu Jun 13 09:19:05 GMT 2024","1341","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
"passed","Thu Jun 13 09:19:24 GMT 2024","Thu Jun 13 09:19:26 GMT 2024","1952","CrossBrowser Test Suite","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLsmvn"
