"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 18 20:23:59 GMT 2024","Tue Jun 18 20:24:00 GMT 2024","1316","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 20:23:55 GMT 2024","Tue Jun 18 20:23:55 GMT 2024","565","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testGoogle","TC-00.01 Open Google.com","TC-00.01 Open Google.com"
"passed","Tue Jun 18 20:24:05 GMT 2024","Tue Jun 18 20:24:06 GMT 2024","413","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","TC-01.00 Open base URL"
"passed","Tue Jun 18 20:24:09 GMT 2024","Tue Jun 18 20:24:12 GMT 2024","3281","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"unknown","Tue Jun 18 20:23:54 GMT 2024","Tue Jun 18 20:23:54 GMT 2024","2","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Tue Jun 18 20:23:56 GMT 2024","Tue Jun 18 20:23:56 GMT 2024","0","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testPass","TC-00.00 AssertTrue = true","TC-00.00 AssertTrue = true"
"passed","Tue Jun 18 20:24:01 GMT 2024","Tue Jun 18 20:24:02 GMT 2024","1278","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 20:24:02 GMT 2024","Tue Jun 18 20:24:04 GMT 2024","1290","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 20:24:04 GMT 2024","Tue Jun 18 20:24:05 GMT 2024","1316","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 20:24:14 GMT 2024","Tue Jun 18 20:24:19 GMT 2024","4701","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Tue Jun 18 20:23:58 GMT 2024","Tue Jun 18 20:23:59 GMT 2024","1271","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 20:23:56 GMT 2024","Tue Jun 18 20:23:57 GMT 2024","1320","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
