"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 18 19:49:54 GMT 2024","Tue Jun 18 19:49:56 GMT 2024","1547","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 19:50:05 GMT 2024","Tue Jun 18 19:50:06 GMT 2024","482","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","TC-01.00 Open base URL"
"passed","Tue Jun 18 19:49:58 GMT 2024","Tue Jun 18 19:50:00 GMT 2024","1500","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 19:50:15 GMT 2024","Tue Jun 18 19:50:19 GMT 2024","3749","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Tue Jun 18 19:50:10 GMT 2024","Tue Jun 18 19:50:13 GMT 2024","3528","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Tue Jun 18 19:49:53 GMT 2024","Tue Jun 18 19:49:54 GMT 2024","533","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testGoogle","TC-00.01 Open Google.com","TC-00.01 Open Google.com"
"passed","Tue Jun 18 19:50:03 GMT 2024","Tue Jun 18 19:50:05 GMT 2024","1443","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 19:50:00 GMT 2024","Tue Jun 18 19:50:01 GMT 2024","1511","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"unknown","Tue Jun 18 19:49:52 GMT 2024","Tue Jun 18 19:49:52 GMT 2024","1","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Tue Jun 18 19:50:02 GMT 2024","Tue Jun 18 19:50:03 GMT 2024","1449","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 19:49:56 GMT 2024","Tue Jun 18 19:49:58 GMT 2024","1534","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","navigationMenuTest","TC-01.01 Check Nav menu URLs","TC-01.01 Check Nav menu URLs"
"passed","Tue Jun 18 19:49:54 GMT 2024","Tue Jun 18 19:49:54 GMT 2024","1","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testPass","TC-00.00 AssertTrue = true","TC-00.00 AssertTrue = true"
