"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 19:53:53 GMT 2024","Wed Jul 03 19:53:55 GMT 2024","1273","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testSubCategoryNavigation","TC-01.03 Open Home page by logo click","Ensure that clicking on a subcategory link in the navigation menu redirects the user to the corresponding subcategory page."
"passed","Wed Jul 03 19:53:27 GMT 2024","Wed Jul 03 19:53:31 GMT 2024","3458","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testBreadcrumbsNavigationToSubCategory","TC-01.04.02 Verify Breadcrumb Navigation to subcategory page","Ensure that the breadcrumb link are functional and navigate the user to the to subcategory page."
"passed","Wed Jul 03 19:53:30 GMT 2024","Wed Jul 03 19:53:31 GMT 2024","1013","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testFooterNavigation","TC-01.09: Verify Footer Links Navigation","Ensure that clicking on the links in the footer redirects the user to the correct pages."
"passed","Wed Jul 03 19:53:52 GMT 2024","Wed Jul 03 19:53:53 GMT 2024","1038","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-01.02 Check Nav menu URLs","Ensure that clicking on a category link in the navigation menu redirects the user to the corresponding category page."
"passed","Wed Jul 03 19:54:17 GMT 2024","Wed Jul 03 19:54:20 GMT 2024","2432","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductInStock","TC-PROD-006 Verify Stock Availability on Product Page","Ensure that the stock availability is displayed correctly on the product page."
"passed","Wed Jul 03 19:53:32 GMT 2024","Wed Jul 03 19:53:35 GMT 2024","3118","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavToAccPageByCreateAcc","TC-01.06.02: Verify Navigation to Account page after account creation","Ensure that Account page opens after clicking on the Create an Account button on Create Account page."
"passed","Wed Jul 03 19:54:20 GMT 2024","Wed Jul 03 19:54:24 GMT 2024","3148","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductPrice","TC-PROD-003 Verify Product Price on Product Page","Ensure that the product price is displayed correctly and matches the listed price."
"passed","Wed Jul 03 19:53:54 GMT 2024","Wed Jul 03 19:53:54 GMT 2024","79","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01.00 Open base URL","Verify user can open base url (home page)"
"passed","Wed Jul 03 19:54:10 GMT 2024","Wed Jul 03 19:54:13 GMT 2024","2973","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-PROD-002 Verify Product Name on Product Page and Breadcrumbs","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Wed Jul 03 19:53:40 GMT 2024","Wed Jul 03 19:53:43 GMT 2024","2241","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavToHomePage","TC-01.01 Open Home page by logo click","Ensure that clicking on the website logo navigates the user to the homepage."
"passed","Wed Jul 03 19:54:14 GMT 2024","Wed Jul 03 19:54:16 GMT 2024","2408","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDescription","TC-PROD-005 Verify Product Price on Product Page","Ensure that the product description is displayed correctly and matches the listed one."
"passed","Wed Jul 03 19:53:40 GMT 2024","Wed Jul 03 19:53:41 GMT 2024","857","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavToCreateAccountPage","TC-01.06.01: Verify Navigation to Create Account page after click on create account link","Ensure that Create Account page opens after clicking on the Create an Account button on top of the page."
"passed","Wed Jul 03 19:54:03 GMT 2024","Wed Jul 03 19:54:04 GMT 2024","1132","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testSubCategoryNavigation","TC-01.03 Open Home page by logo click","Ensure that clicking on a subcategory link in the navigation menu redirects the user to the corresponding subcategory page."
"passed","Wed Jul 03 19:53:36 GMT 2024","Wed Jul 03 19:53:40 GMT 2024","3947","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavToCheckout","TC-01.08: Verify Navigation to Checkout","Ensure that clicking on the Checkout button from the cart page redirects the user to the checkout page."
"passed","Wed Jul 03 19:54:15 GMT 2024","Wed Jul 03 19:54:19 GMT 2024","3890","Ubuntu crossBrowser Test Suite","ChromeTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testAddToCompareMessage","TC-PROD-011 Verify add to compare message displays after click Add to Compare button","Verify add to compare message displays after click Add to Compare button"
"passed","Wed Jul 03 19:54:01 GMT 2024","Wed Jul 03 19:54:02 GMT 2024","1194","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testSubCategoryNavigation","TC-01.03 Open Home page by logo click","Ensure that clicking on a subcategory link in the navigation menu redirects the user to the corresponding subcategory page."
"unknown","Wed Jul 03 19:53:14 GMT 2024","Wed Jul 03 19:53:14 GMT 2024","0","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Wed Jul 03 19:54:38 GMT 2024","Wed Jul 03 19:54:41 GMT 2024","2682","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDescription","TC-PROD-005 Verify Product Price on Product Page","Ensure that the product description is displayed correctly and matches the listed one."
"passed","Wed Jul 03 19:54:30 GMT 2024","Wed Jul 03 19:54:35 GMT 2024","5334","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testAddToCompareMessage","TC-PROD-011 Verify add to compare message displays after click Add to Compare button","Verify add to compare message displays after click Add to Compare button"
"passed","Wed Jul 03 19:54:48 GMT 2024","Wed Jul 03 19:54:52 GMT 2024","3534","Ubuntu crossBrowser Test Suite","FirefoxTestUbuntu","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductPath","TC-PROD-010 Verify the opened product breadcrumb path","Verify the opened product breadcrumb path"
"passed","Wed Jul 03 19:53:23 GMT 2024","Wed Jul 03 19:53:27 GMT 2024","4200","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testBreadcrumbsNavigationToHomePage","TC-01.04.03 Verify Breadcrumb Navigation to home page","Ensure that the breadcrumb link are functional and navigate the user to the to home page."
"passed","Wed Jul 03 19:53:55 GMT 2024","Wed Jul 03 19:53:56 GMT 2024","1204","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testSubCategoryNavigation","TC-01.03 Open Home page by logo click","Ensure that clicking on a subcategory link in the navigation menu redirects the user to the corresponding subcategory page."
"passed","Wed Jul 03 19:53:15 GMT 2024","Wed Jul 03 19:53:16 GMT 2024","437","Smoke","Smoke Test Run","FrameworkTest","FrameworkTest","testGoogle","TC-00.01 Open Google.com","TC-00.01 Open Google.com"
"passed","Wed Jul 03 19:53:49 GMT 2024","Wed Jul 03 19:53:50 GMT 2024","1151","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-01.02 Check Nav menu URLs","Ensure that clicking on a category link in the navigation menu redirects the user to the corresponding category page."
"passed","Wed Jul 03 19:53:50 GMT 2024","Wed Jul 03 19:53:51 GMT 2024","1054","Regression","Regression Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-01.02 Check Nav menu URLs","Ensure that clicking on a category link in the navigation menu redirects the user to the corresponding category page."
